Useless,Price
34910,409000
34911,129900
34912,249900
34913,270000
34914,159900
34915,990000
34916,289900
34917,177000
34918,430000
34919,235000
34920,690000
34921,324000
34922,520000
34923,210000
34924,410000
34925,550000
34926,458000
34927,455000
34928,205000
34929,630000
34930,155000
34931,181500
34932,665000
34933,526000
34934,152000
34935,170000
34936,205000
34937,840000
34938,1900000
34939,150000
34940,299900
34941,389900
34942,357500
34943,1700000
34944,125100
34945,375000
34946,299000
34947,591210
34948,505000
34949,332500
34950,157600
34951,865000
34952,132000
34953,173500
34954,267000
34955,262750
34956,235000
34957,549000
34958,218450
34959,175000
34960,132500
34961,189900
34962,278000
34963,885000
34964,186500
34965,660000
34966,514800
34967,220000
34968,305000
34969,155000
34970,184000
34971,149000
34972,415000
34973,375000
34974,198900
34975,190000
34976,242000
34977,490000
34978,452500
34979,430000
34980,260000
34981,329900
34982,175000
34983,355000
34984,336000
34985,380000
34986,270000
34987,365000
34988,585000
34989,665000
34990,475000
34991,310000
34992,458000
34993,850000
34994,585000
34995,447000
34996,450000
34997,375000
34998,165000
34999,128000
35000,450000
35001,150000
35002,135000
35003,495000
35004,189900
35005,381500
35006,325900
35007,688000
35008,285000
35009,228000
35010,335000
35011,1167500
35012,600000
35013,331000
35014,268000
35015,410000
35016,425000
35017,185000
35018,212100
35019,465000
35020,205000
35021,212000
35022,177000
35023,225000
35024,158000
35025,497000
35026,550000
35027,160000
35028,375000
35029,160000
35030,574000
35031,155500
35032,620000
35033,226000
35034,597000
35035,365000
35036,335000
35037,405000
35038,1160000
35039,518000
35040,125000
35041,91200
35042,424000
35043,204900
35044,192000
35045,719000
35046,287000
35047,545000
35048,203500
35049,305000
35050,679750
35051,280000
35052,336000
35053,270000
35054,183000
35055,305000
35056,259900
35057,364000
35058,649900
35059,658500
35060,325000
35061,255000
35062,252000
35063,1013000
35064,235900
35065,295000
35066,245000
35067,240000
35068,234900
35069,765000
35070,489000
35071,385000
35072,500000
35073,280000
35074,300000
35075,223000
35076,206000
35077,550000
35078,206000
35079,195000
35080,169900
35081,305000
35082,489900
35083,317500
35084,430000
35085,247500
35086,164000
35087,184900
35088,242500
35089,285000
35090,451500
35091,330000
35092,320000
35093,334900
35094,265000
35095,210500
35096,515000
35097,180000
35098,242500
35099,475000
35100,247000
35101,880000
35102,185000
35103,589000
35104,742500
35105,210000
35106,335000
35107,381000
35108,328000
35109,145000
35110,90000
35111,362500
35112,380000
35113,300000
35114,485000
35115,193700
35116,415000
35117,315000
35118,324000
35119,177000
35120,400000
35121,220900
35122,224000
35123,320250
35124,400000
35125,263000
35126,299900
35127,420000
35128,150000
35129,340000
35130,228500
35131,200000
35132,280000
35133,288000
35134,344500
35135,321000
35136,465000
35137,180000
35138,713000
35139,800000
35140,195000
35141,240000
35142,225000
35143,535000
35144,565000
35145,290500
35146,146000
35147,297500
35148,275650
35149,552000
35150,200000
35151,385000
35152,374000
35153,234900
35154,180000
35155,282000
35156,489900
35157,150000
35158,230000
35159,310000
35160,240000
35161,675000
35162,447500
35163,385000
35164,252000
35165,216900
35166,224100
35167,225000
35168,270000
35169,61000
35170,370000
35171,174000
35172,950000
35173,279000
35174,290000
35175,179900
35176,532000
35177,295000
35178,360000
35179,200000
35180,291000
35181,343000
35182,730000
35183,350000
35184,300000
35185,270000
35186,399900
35187,572500
35188,322000
35189,230000
35190,265000
35191,394900
35192,199000
35193,403000
35194,939000
35195,310000
35196,209800
35197,259000
35198,359900
35199,435900
35200,299900
35201,275000
35202,311200
35203,65000
35204,65000
35205,265000
35206,427000
35207,215000
35208,83000
35209,445000
35210,440000
35211,485000
35212,310000
35213,488000
35214,270000
35215,520000
35216,355000
35217,349000
35218,390000
35219,165000
35220,735000
35221,225000
35222,500000
35223,254000
35224,350000
35225,510000
35226,225000
35227,250000
35228,506500
35229,561000
35230,272000
35231,390000
35232,305500
35233,770000
35234,335000
35235,230000
35236,220000
35237,363750
35238,549900
35239,440000
35240,716500
35241,394900
35242,403000
35243,120000
35244,2505000
35245,505000
35246,487000
35247,220000
35248,343000
35249,541000
35250,655000
35251,350000
35252,373500
35253,290000
35254,410000
35255,72500
35256,120000
35257,424400
35258,460000
35259,500000
35260,477500
35261,110000
35262,380000
35263,301000
35264,87500
35265,505000
35266,190000
35267,365000
35268,380000
35269,103150
35270,350000
35271,645780
35272,145000
35273,150000
35274,494000
35275,820000
35276,608273
35277,180000
35278,550000
35279,185000
35280,682000
35281,3200000
35282,539900
35283,330000
35284,170000
35285,279000
35286,173700
35287,850000
35288,2305850
35289,520000
35290,268000
35291,263000
35292,418000
35293,500000
35294,469000
35295,490000
35296,660000
35297,695000
35298,485000
35299,454500
35300,480000
35301,335000
35302,180000
35303,250000
35304,229900
35305,950000
35306,1259700
35307,280000
35308,325000
35309,344000
35310,1540000
35311,369900
35312,549000
35313,260000
35314,399000
35315,440000
35316,329000
35317,375000
35318,755000
35319,180000
35320,423000
35321,250000
35322,311000
35323,357000
35324,875000
35325,496500
35326,655000
35327,459000
35328,314100
35329,155000
35330,175000
35331,223000
35332,339900
35333,950000
35334,375900
35335,378000
35336,270000
35337,905000
35338,156500
35339,165000
35340,225000
35341,1300000
35342,370000
35343,482000
35344,340000
35345,329900
35346,275000
35347,395900
35348,240000
35349,2900000
35350,315000
35351,348500
35352,517500
35353,695000
35354,355000
35355,340000
35356,389000
35357,105000
35358,255000
35359,210000
35360,255000
35361,336000
35362,360000
35363,710000
35364,270000
35365,198400
35366,315000
35367,250000
35368,804500
35369,325000
35370,289000
35371,164000
35372,349000
35373,193000
35374,425000
35375,415000
35376,292000
35377,405000
35378,360000
35379,258000
35380,176900
35381,370000
35382,277500
35383,433000
35384,285000
35385,230000
35386,380000
35387,290000
35388,682900
35389,375000
35390,423000
35391,145000
35392,590000
35393,285000
35394,420000
35395,393000
35396,310000
35397,535000
35398,571500
35399,352000
35400,310000
35401,320000
35402,332500
35403,368800
35404,365000
35405,200000
35406,265000
35407,312500
35408,327000
35409,261500
35410,85000
35411,169900
35412,599900
35413,377400
35414,435000
35415,136500
35416,266000
35417,361000
35418,325000
35419,197000
35420,45000
35421,385000
35422,705000
35423,449000
35424,150000
35425,57000
35426,531855
35427,98400
35428,205000
35429,459500
35430,545000
35431,347500
35432,390000
35433,389900
35434,680000
35435,370000
35436,950000
35437,311500
35438,495000
35439,340000
35440,309000
35441,400000
35442,500000
35443,449900
35444,263000
35445,94000
35446,315000
35447,765472
35448,555000
35449,85200
35450,422500
35451,640000
35452,490000
35453,300000
35454,337000
35455,300000
35456,165000
35457,733000
35458,145000
35459,130000
35460,117500
35461,180000
35462,335000
35463,348500
35464,204000
35465,205000
35466,329900
35467,187500
35468,655000
35469,320000
35470,470000
35471,185000
35472,306000
35473,385000
35474,855000
35475,220000
35476,445000
35477,400000
35478,334900
35479,453000
35480,259000
35481,223500
35482,541000
35483,425000
35484,351900
35485,201000
35486,255000
35487,120000
35488,491500
35489,277500
35490,188600
35491,560000
35492,335000
35493,385000
35494,324900
35495,388700
35496,450000
35497,601000
35498,189000
35499,400000
35500,369900
35501,197000
35502,330000
35503,599900
35504,298000
35505,271000
35506,297000
35507,370000
35508,334900
35509,234500
35510,275000
35511,349000
35512,97000
35513,317500
35514,300000
35515,559000
35516,640000
35517,490000
35518,349900
35519,463000
35520,205000
35521,286000
35522,317000
35523,435000
35524,350000
35525,35000
35526,48500
35527,264900
35528,250000
35529,285000
35530,455000
35531,1388000
35532,245000
35533,339000
35534,350000
35535,320000
35536,364999
35537,417000
35538,475000
35539,426600
35540,184000
35541,462000
35542,300300
35543,422500
35544,189999
35545,325000
35546,220000
35547,209900
35548,310000
35549,1175000
35550,169000
35551,2330000
35552,2634000
35553,945000
35554,1210000
35555,300000
35556,542000
35557,320000
35558,789000
35559,3750000
35560,790000
35561,154000
35562,415000
35563,765000
35564,36000
35565,510000
35566,290000
35567,275000
35568,266000
35569,280000
35570,373000
35571,669000
35572,195000
35573,570000
35574,195000
35575,1149000
35576,575375
35577,383900
35578,107500
35579,392000
35580,375000
35581,350000
35582,135000
35583,800001
35584,650000
35585,828000
35586,160000
35587,76500
35588,259000
35589,143900
35590,305000
35591,360000
35592,135000
35593,375000
35594,385000
35595,201000
35596,473000
35597,299000
35598,247000
35599,1610000
35600,1670000
35601,538000
35602,347500
35603,269500
35604,640000
35605,22000
35606,143000
35607,399500
35608,232100
35609,275000
35610,425000
35611,423000
35612,455000
35613,239000
35614,275000
35615,210000
35616,280000
35617,337000
35618,330000
35619,445000
35620,430000
35621,265000
35622,80325
35623,236150
35624,510000
35625,1160000
35626,360000
35627,574500
35628,371000
35629,475000
35630,405000
35631,181000
35632,275000
35633,255000
35634,295000
35635,450000
35636,432500
35637,520000
35638,298000
35639,143333
35640,405000
35641,420000
35642,180000
35643,262100
35644,319900
35645,232500
35646,165000
35647,352000
35648,331700
35649,458000
35650,401000
35651,969000
35652,1225000
35653,560000
35654,280000
35655,138000
35656,442500
35657,115000
35658,460000
35659,243000
35660,345000
35661,260000
35662,266000
35663,335000
35664,360000
35665,430000
35666,610000
35667,50000
35668,365000
35669,210000
35670,1993581
35671,1875000
35672,579550
35673,149000
35674,624751
35675,552779
35676,427200
35677,237400
35678,205000
35679,149900
35680,500000
35681,307000
35682,265000
35683,872000
35684,372500
35685,514900
35686,280000
35687,282000
35688,410000
35689,130000
35690,260000
35691,152500
35692,225000
35693,760500
35694,315000
35695,260000
35696,310000
35697,1199000
35698,518000
35699,159400
35700,145000
35701,390000
35702,405000
35703,255000
35704,37000
35705,435000
35706,97000
35707,825000
35708,310000
35709,1798000
35710,113500
35711,415000
35712,234900
35713,329000
35714,335000
35715,560000
35716,319900
35717,210000
35718,506100
35719,80000
35720,420000
35721,660500
35722,468500
35723,395000
35724,1475000
35725,442000
35726,479000
35727,420000
35728,331000
35729,600000
35730,490000
35731,345000
35732,547500
35733,180000
35734,365000
35735,219900
35736,118384
35737,150000
35738,315000
35739,530000
35740,450000
35741,260000
35742,327000
35743,457000
35744,425000
35745,385000
35746,197000
35747,300000
35748,750000
35749,130000
35750,210000
35751,680000
35752,375000
35753,556000
35754,369000
35755,110000
35756,385000
35757,365000
35758,214900
35759,448000
35760,180000
35761,312500
35762,232000
35763,391000
35764,620000
35765,328000
35766,360000
35767,269900
35768,435000
35769,508000
35770,300000
35771,427500
35772,92500
35773,220000
35774,315000
35775,699000
35776,247000
35777,297000
35778,325000
35779,400000
35780,362000
35781,500000
35782,405500
35783,285000
35784,415000
35785,285000
35786,705000
35787,293000
35788,354000
35789,405000
35790,430000
35791,415000
35792,819000
35793,562000
35794,271000
35795,700000
35796,366000
35797,290000
35798,510000
35799,565000
35800,435250
35801,350000
35802,469900
35803,262000
35804,300000
35805,396000
35806,600000
35807,462500
35808,241500
35809,419000
35810,889000
35811,190000
35812,575000
35813,335000
35814,365000
35815,333000
35816,369900
35817,217000
35818,766000
35819,549000
35820,244000
35821,505000
35822,747500
35823,345000
35824,279000
35825,330000
35826,440000
35827,903483
35828,1062184
35829,240000
35830,697138
35831,2475000
35832,185000
35833,35000
35834,515000
35835,285900
35836,456000
35837,715000
35838,2400000
35839,1100000
35840,1280000
35841,43000
35842,547563
35843,79900
35844,209000
35845,499985
35846,621370
35847,422000
35848,205000
35849,405000
35850,550000
35851,43000
35852,190000
35853,325000
35854,180000
35855,208720
35856,195000
35857,1058400
35858,1177000
35859,428000
35860,483800
35861,407900
35862,575000
35863,280000
35864,300000
35865,472000
35866,598000
35867,460000
35868,260000
35869,545000
35870,30000
35871,320000
35872,787000
35873,525000
35874,102000
35875,787000
35876,975000
35877,264500
35878,700000
35879,218000
35880,305000
35881,812000
35882,925000
35883,477500
35884,124000
35885,275000
35886,160000
35887,480000
35888,75000
35889,31950
35890,39050
35891,200000
35892,545560
35893,217000
35894,460000
35895,390000
35896,350000
35897,300000
35898,396000
35899,540000
35900,110000
35901,349900
35902,585000
35903,218000
35904,235000
35905,610000
35906,495000
35907,590000
35908,449900
35909,160000
35910,1200000
35911,124000
35912,339900
35913,52000
35914,963750
35915,390000
35916,485000
35917,69900
35918,167500
35919,975000
35920,260000
35921,259900
35922,920000
35923,440000
35924,252000
35925,424000
35926,379000
35927,250000
35928,642000
35929,157000
35930,335000
35931,175000
35932,313000
35933,490000
35934,400000
35935,246000
35936,362000
35937,369000
35938,360000
35939,237500
35940,395000
35941,323000
35942,140000
35943,365000
35944,249500
35945,477500
35946,280000
35947,165000
35948,647000
35949,419900
35950,280500
35951,455000
35952,320000
35953,480000
35954,520000
35955,363000
35956,682500
35957,1418000
35958,647500
35959,435000
35960,353000
35961,862000
35962,330000
35963,165000
35964,510000
35965,300000
35966,330000
35967,378000
35968,815000
35969,525000
35970,351000
35971,316450
35972,150000
35973,266250
35974,215000
35975,285000
35976,5000000
35977,935000
35978,987500
35979,585000
35980,575000
35981,410000
35982,352000
35983,595000
35984,452500
35985,555000
35986,335000
35987,210000
35988,315900
35989,665000
35990,425000
35991,718000
35992,270000
35993,360000
35994,187000
35995,260000
35996,237000
35997,1575000
35998,278000
35999,451367
36000,100000
36001,236000
36002,274000
36003,327500
36004,490800
36005,220000
36006,350000
36007,475000
36008,347000
36009,176000
36010,166000
36011,215000
36012,327500
36013,1100000
36014,255000
36015,282000
36016,652000
36017,298000
36018,300000
36019,585000
36020,165000
36021,388000
36022,533000
36023,262400
36024,245000
36025,219000
36026,340000
36027,125000
36028,444000
36029,350000
36030,245000
36031,86000
36032,262900
36033,310000
36034,465000
36035,355000
36036,340000
36037,1965000
36038,525000
36039,171600
36040,430000
36041,640000
36042,437000
36043,280000
36044,165000
36045,513000
36046,339000
36047,209000
36048,345000
36049,282000
36050,360500
36051,230793
36052,550000
36053,284000
36054,264900
36055,300000
36056,237500
36057,385100
36058,340000
36059,210000
36060,295000
36061,699000
36062,263000
36063,225000
36064,223000
36065,300000
36066,419000
36067,293000
36068,340000
36069,307500
36070,330000
36071,169900
36072,572500
36073,389000
36074,395000
36075,163500
36076,360000
36077,245500
36078,327000
36079,562000
36080,880000
36081,420000
36082,308500
36083,299000
36084,589300
36085,314000
36086,336000
36087,265000
36088,484000
36089,400000
36090,345000
36091,295000
36092,323000
36093,259900
36094,107000
36095,285000
36096,224900
36097,172000
36098,244000
36099,195000
36100,331900
36101,205000
36102,510000
36103,370000
36104,235000
36105,284900
36106,451500
36107,410000
36108,515000
36109,130900
36110,645000
36111,230000
36112,610000
36113,670000
36114,322400
36115,190000
36116,410000
36117,330000
36118,350000
36119,388500
36120,330000
36121,220000
36122,430000
36123,235000
36124,228000
36125,378000
36126,499500
36127,295000
36128,359900
36129,405000
36130,259900
36131,260000
36132,435000
36133,459000
36134,265000
36135,377450
36136,307450
36137,255000
36138,255000
36139,214900
36140,311000
36141,31000
36142,300000
36143,1200000
36144,330000
36145,343000
36146,346000
36147,349800
36148,445000
36149,269900
36150,325000
36151,550000
36152,450000
36153,421700
36154,310000
36155,435000
36156,1259000
36157,470000
36158,128000
36159,825000
36160,2000000
36161,349900
36162,442000
36163,287000
36164,255000
36165,755000
36166,299000
36167,455000
36168,215000
36169,467500
36170,495000
36171,393000
36172,270000
36173,575000
36174,355000
36175,325000
36176,375000
36177,194000
36178,1250000
36179,185000
36180,195000
36181,443200
36182,219000
36183,339000
36184,454801
36185,119900
36186,585000
36187,332500
36188,220000
36189,485000
36190,91300
36191,110000
36192,180000
36193,260000
36194,206000
36195,615000
36196,195000
36197,330000
36198,710000
36199,220000
36200,1800000
36201,305000
36202,91100
36203,100000
36204,320000
36205,695000
36206,390000
36207,502500
36208,232000
36209,306000
36210,120000
36211,125000
36212,315000
36213,684900
36214,278500
36215,150000
36216,169000
36217,1100000
36218,127600
36219,589000
36220,751500
36221,265000
36222,243000
36223,380000
36224,750000
36225,280000
36226,85000
36227,180000
36228,315000
36229,495000
36230,874484
36231,110000
36232,297000
36233,220000
36234,215000
36235,1150000
36236,230000
36237,228000
36238,489000
36239,1240000
36240,350000
36241,455000
36242,285000
36243,666000
36244,399700
36245,310000
36246,492900
36247,369000
36248,355000
36249,540000
36250,156500
36251,77640
36252,212500
36253,420000
36254,171500
36255,251500
36256,240000
36257,161000
36258,230000
36259,335000
36260,515000
36261,350000
36262,2150000
36263,185000
36264,339000
36265,525000
36266,198000
36267,402000
36268,388000
36269,375000
36270,450000
36271,480000
36272,235000
36273,330000
36274,298500
36275,385000
36276,321000
36277,127500
36278,315000
36279,217000
36280,277000
36281,305000
36282,415000
36283,237000
36284,250000
36285,421000
36286,350000
36287,310000
36288,327500
36289,200000
36290,493600
36291,154000
36292,262000
36293,427500
36294,550000
36295,175000
36296,380000
36297,735000
36298,859500
36299,265000
36300,192000
36301,465000
36302,450000
36303,421675
36304,177000
36305,166000
36306,2000000
36307,400000
36308,623000
36309,182000
36310,325000
36311,235000
36312,173000
36313,221900
36314,330000
36315,281000
36316,620000
36317,475000
36318,389000
36319,300000
36320,199895
36321,589000
36322,270000
36323,221345
36324,414900
36325,1065000
36326,580000
36327,464000
36328,205000
36329,170000
36330,360000
36331,269000
36332,255000
36333,250000
36334,289000
36335,338000
36336,389900
36337,410000
36338,239900
36339,368000
36340,650000
36341,354000
36342,183000
36343,553500
36344,399000
36345,450000
36346,197000
36347,140000
36348,452000
36349,655500
36350,430000
36351,295000
36352,391000
36353,258000
36354,565000
36355,325000
36356,210000
36357,248300
36358,145000
36359,244000
36360,169900
36361,270000
36362,329000
36363,175000
36364,365000
36365,365000
36366,65000
36367,161310
36368,202000
36369,140000
36370,165000
36371,615000
36372,115000
36373,720000
36374,454900
36375,355000
36376,189900
36377,234900
36378,639543
36379,530000
36380,227250
36381,175000
36382,650000
36383,625000
36384,235000
36385,300000
36386,525000
36387,240000
36388,169000
36389,895000
36390,80000
36391,264000
36392,665000
36393,175000
36394,694000
36395,64500
36396,585000
36397,338000
36398,649000
36399,425000
36400,750000
36401,629000
36402,225000
36403,126000
36404,299000
36405,155000
36406,124900
36407,745000
36408,750000
36409,13505
36410,448000
36411,169900
36412,1215000
36413,595000
36414,399000
36415,1325000
36416,767000
36417,205000
36418,49900
36419,205000
36420,205000
36421,260000
36422,515000
36423,540000
36424,559950
36425,420000
36426,700000
36427,291000
36428,415000
36429,760000
36430,272500
36431,305000
36432,525000
36433,225000
36434,520000
36435,805000
36436,140000
36437,296450
36438,310000
36439,245000
36440,159900
36441,138000
36442,195000
36443,315000
36444,668000
36445,1499000
36446,625000
36447,175000
36448,237500
36449,385000
36450,310000
36451,390000
36452,244900
36453,580000
36454,300000
36455,227000
36456,186000
36457,610000
36458,960000
36459,195000
36460,346000
36461,190000
36462,700000
36463,260250
36464,330000
36465,185000
36466,285000
36467,835000
36468,392000
36469,460000
36470,224500
36471,230000
36472,439700
36473,135000
36474,434000
36475,345000
36476,205000
36477,640000
36478,210000
36479,269900
36480,340000
36481,91000
36482,535000
36483,496000
36484,230000
36485,525000
36486,362000
36487,686000
36488,1030000
36489,500000
36490,387000
36491,316000
36492,310000
36493,212000
36494,440000
36495,190000
36496,254000
36497,485000
36498,359000
36499,625000
36500,469000
36501,392500
36502,485000
36503,250000
36504,195000
36505,718000
36506,220700
36507,250000
36508,340500
36509,325000
36510,182000
36511,182500
36512,256000
36513,305000
36514,395000
36515,394000
36516,365000
36517,730000
36518,184000
36519,386000
36520,361000
36521,350000
36522,400000
36523,449900
36524,223650
36525,1050000
36526,2400000
36527,170000
36528,451000
36529,240000
36530,437000
36531,282000
36532,103000
36533,435000
36534,401000
36535,539000
36536,614900
36537,520000
36538,220000
36539,880000
36540,430000
36541,125000
36542,820500
36543,251000
36544,700000
36545,440000
36546,80000
36547,550000
36548,924964
36549,327000
36550,275000
36551,155000
36552,637000
36553,196000
36554,136129
36555,534995
36556,775000
36557,178000
36558,205000
36559,215000
36560,140000
36561,390000
36562,489800
36563,2825000
36564,40000
36565,240000
36566,650000
36567,1373100
36568,415207
36569,92000
36570,244000
36571,697000
36572,1388000
36573,113000
36574,1601250
36575,1000000
36576,175000
36577,310000
36578,355000
36579,379000
36580,520000
36581,1900000
36582,237000
36583,340000
36584,214524
36585,364000
36586,398235
36587,1000000
36588,407500
36589,139500
36590,527500
36591,260000
36592,405000
36593,119900
36594,112000
36595,165000
36596,635000
36597,395900
36598,388500
36599,430000
36600,432000
36601,605000
36602,245000
36603,355000
36604,1975000
36605,215000
36606,145500
36607,155000
36608,155000
36609,380000
36610,560000
36611,272500
36612,590000
36613,380000
36614,600000
36615,375000
36616,355000
36617,614645
36618,389000
36619,609000
36620,167000
36621,365000
36622,379000
36623,815000
36624,440000
36625,475000
36626,415000
36627,360000
36628,340000
36629,379000
36630,155000
36631,235000
36632,357000
36633,295000
36634,405000
36635,337500
36636,225000
36637,799999
36638,510000
36639,560000
36640,555000
36641,590000
36642,400000
36643,470000
36644,344000
36645,138000
36646,299900
36647,500000
36648,410000
36649,536500
36650,428000
36651,585000
36652,550000
36653,225000
36654,337000
36655,242000
36656,449900
36657,335000
36658,243900
36659,350000
36660,322000
36661,209900
36662,629900
36663,330000
36664,215000
36665,865000
36666,368000
36667,415000
36668,503000
36669,275000
36670,332000
36671,260000
36672,667500
36673,305000
36674,465000
36675,436500
36676,137000
36677,417500
36678,218000
36679,300000
36680,215000
36681,165000
36682,384000
36683,330000
36684,155000
36685,375000
36686,300000
36687,401000
36688,285000
36689,301000
36690,411500
36691,149000
36692,570000
36693,500000
36694,385000
36695,215000
36696,216000
36697,328000
36698,180500
36699,347200
36700,300000
36701,218000
36702,660000
36703,417000
36704,205000
36705,170000
36706,266000
36707,425000
36708,503000
36709,291000
36710,338500
36711,305000
36712,462000
36713,285000
36714,720000
36715,349000
36716,369000
36717,609000
36718,289900
36719,787400
36720,490000
36721,470000
36722,298000
36723,247000
36724,495000
36725,269900
36726,45001.5
36727,650000
36728,140000
36729,293900
36730,147000
36731,229900
36732,400000
36733,289000
36734,166000
36735,670000
36736,520000
36737,750000
36738,881000
36739,426000
36740,317000
36741,285000
36742,429000
36743,249900
36744,300000
36745,582000
36746,290000
36747,311000
36748,579000
36749,365000
36750,90000
36751,410000
36752,240000
36753,232000
36754,388250
36755,320000
36756,160000
36757,230000
36758,184000
36759,541750
36760,75300
36761,589583
36762,1200000
36763,178000
36764,485000
36765,385000
36766,4370000
36767,465000
36768,777500
36769,330000
36770,278000
36771,140000
36772,1175000
36773,1319259
36774,372500
36775,33000
36776,360000
36777,784000
36778,513000
36779,1650000
36780,699900
36781,310000
36782,330000
36783,730000
36784,324995
36785,428250
36786,189000
36787,224000
36788,450000
36789,229900
36790,170000
36791,60000
36792,245000
36793,145500
36794,699900
36795,210000
36796,927500
36797,191250
36798,160000
36799,588000
36800,265000
36801,827450
36802,258000
36803,555000
36804,625000
36805,1225000
36806,279500
36807,465000
36808,250000
36809,395000
36810,275000
36811,338000
36812,385000
36813,543000
36814,410000
36815,600000
36816,505000
36817,1200000
36818,160000
36819,345000
36820,285000
36821,329500
36822,355000
36823,130000
36824,624000
36825,182500
36826,359900
36827,266400
36828,555000
36829,229900
36830,286000
36831,800000
36832,900000
36833,238500
36834,177000
36835,411750
36836,337000
36837,419000
36838,260000
36839,227400
36840,510000
36841,285000
36842,399000
36843,291000
36844,199000
36845,320000
36846,410000
36847,41000
36848,342800
36849,184000
36850,711500
36851,435000
36852,590000
36853,391000
36854,570000
36855,173000
36856,251000
36857,240000
36858,351450
36859,441000
36860,253000
36861,260000
36862,503000
36863,323000
36864,246000
36865,545000
36866,515000
36867,350000
36868,305000
36869,397900
36870,809000
36871,414500
36872,145000
36873,1180000
36874,263900
36875,380000
36876,250000
36877,350000
36878,356000
36879,1450000
36880,405000
36881,530000
36882,560000
36883,2362500
36884,205000
36885,272000
36886,599000
36887,300000
36888,875000
36889,825000
36890,424000
36891,520000
36892,369000
36893,150000
36894,687000
36895,265000
36896,370000
36897,268000
36898,350000
36899,311000
36900,205000
36901,370000
36902,855000
36903,225000
36904,255000
36905,250000
36906,439480
36907,221000
36908,206398
36909,291000
36910,257000
36911,372450
36912,212000
36913,250000
36914,310000
36915,360000
36916,287000
36917,447000
36918,552500
36919,140000
36920,320000
36921,345000
36922,435000
36923,235000
36924,1050000
36925,179900
36926,346900
36927,220000
36928,199900
36929,480000
36930,227500
36931,297500
36932,465000
36933,304900
36934,228500
36935,254900
36936,245000
36937,761000
36938,195000
36939,365000
36940,885000
36941,140000
36942,535600
36943,182500
36944,330000
36945,556000
36946,915000
36947,439900
36948,136000
36949,190000
36950,247000
36951,545000
36952,685500
36953,325000
36954,415000
36955,260000
36956,173500
36957,165000
36958,269900
36959,300000
36960,346000
36961,379000
36962,220000
36963,657000
36964,235000
36965,515000
36966,379900
36967,1420000
36968,545000
36969,580000
36970,289000
36971,188000
36972,245000
36973,365000
36974,497500
36975,287000
36976,225000
36977,249500
36978,510000
36979,400000
36980,334900
36981,260000
36982,317000
36983,645000
36984,394684
36985,338900
36986,605000
36987,399500
36988,289900
36989,400000
36990,549000
36991,350000
36992,400000
36993,289000
36994,369000
36995,272500
36996,351300
36997,300000
36998,245000
36999,275000
37000,175000
37001,323000
37002,103000
37003,425000
37004,155000
37005,140100
37006,244000
37007,337500
37008,210000
37009,403000
37010,350000
37011,547000
37012,289900
37013,370000
37014,425000
37015,211121
37016,425000
37017,285000
37018,560000
37019,239000
37020,538000
37021,269000
37022,345000
37023,373000
37024,255000
37025,309500
37026,410000
37027,700000
37028,535000
37029,315000
37030,56000
37031,295000
37032,173000
37033,442500
37034,223000
37035,385000
37036,225000
37037,365000
37038,163950
37039,389000
37040,175000
37041,219900
37042,287500
37043,419000
37044,686000
37045,330000
37046,155000
37047,260000
37048,253500
37049,285000
37050,1100000
37051,316000
37052,334900
37053,475000
37054,360000
37055,215000
37056,440000
37057,165000
37058,238000
37059,420000
37060,431500
37061,399000
37062,413000
37063,280000
37064,169000
37065,430000
37066,520000
37067,358000
37068,550000
37069,388000
37070,290000
37071,225000
37072,525000
37073,140000
37074,392000
37075,236000
37076,127500
37077,3023000
37078,148500
37079,535000
37080,686000
37081,755000
37082,459900
37083,133500
37084,1286675
37085,450000
37086,142000
37087,1025000
37088,530000
37089,350000
37090,1460000
37091,45000
37092,475000
37093,548250
37094,388610
37095,245000
37096,524000
37097,280000
37098,1075000
37099,327000
37100,155000
37101,485000
37102,425000
37103,505000
37104,200000
37105,479000
37106,650000
37107,599900
37108,495550
37109,495000
37110,395000
37111,485975
37112,135000
37113,755000
37114,635000
37115,700000
37116,195900
37117,480000
37118,177000
37119,455000
37120,37000
37121,310000
37122,57000
37123,280000
37124,735000
37125,1049000
37126,375450
37127,250000
37128,450000
37129,620000
37130,411113
37131,306000
37132,744000
37133,385000
37134,250000
37135,915000
37136,115000
37137,675000
37138,329900
37139,442500
37140,826000
37141,295000
37142,1378000
37143,666000
37144,279900
37145,155000
37146,40095
37147,180000
37148,1050000
37149,366000
37150,310000
37151,380000
37152,323000
37153,110000
37154,301000
37155,277000
37156,320850
37157,328600
37158,660000
37159,340000
37160,900000
37161,240000
37162,450000
37163,435000
37164,850000
37165,170000
37166,84000
37167,742500
37168,535000
37169,474900
37170,379900
37171,210000
37172,173000
37173,1422000
37174,505000
37175,415000
37176,331700
37177,185000
37178,640000
37179,250000
37180,1665000
37181,215000
37182,825000
37183,750000
37184,839900
37185,735000
37186,167000
37187,650000
37188,620000
37189,1421200
37190,150000
37191,199500
37192,105000
37193,375151
37194,2000000
37195,688000
37196,255000
37197,879000
37198,205000
37199,470340
37200,905000
37201,550000
37202,192000
37203,679900
37204,340000
37205,80100
37206,197000
37207,687500
37208,189000
37209,189900
37210,330000
37211,245000
37212,145000
37213,355000
37214,233000
37215,210000
37216,360000
37217,206000
37218,332202.49
37219,2950000
37220,659900
37221,865000
37222,555000
37223,333000
37224,700000
37225,2750000
